Character,Line
GEORGE," You know, like all the comedians always say, 'How would you like 
        it if I came to where you work and heckled you?'"
JERRY," Yeah, that'd be something."
GEORGE," I'm not kidding, you should do it."
JERRY," But wouldn't that be the ultimate comedian's revenge? I've always 
        had a fantasy about doing that."
GEORGE," Well, go ahead! Do it!"
JERRY, Why can't I?
GEORGE, No reason!
JERRY," You know what? I think I'm gonna do that! She came down to where 
        I work, I'll go down to where she works!"
GEORGE, This is unprecedented!
JERRY," There's no precedent, baby!"
GEORGE, What...are you using my babies now?
JERRY," Hey, nice shoes. What, you wear sandals to work? It's always nice 
        to walk into a room and get the aroma of feet. That's real conducive to 
        the work atmosphere. I'm sure your co-workers really appreciate it. 'Hey, 
        let's go eat in Toby's office. Great idea! We can check on her bunions!'"
TOBY," You know, I have work to do here! I'm very busy!"
JERRY," Oh, is this disruptive? You find it hard to work with someone...interrupting?"
TOBY," Well, how would you like it if I called security?"
JERRY," Security? Well, I don't know how you're gonna make it in this 
        business if you can't take it! Ya gotta be tough! Booo! Boooo!"
KRAMER," Wait a second, what's happenin' here? Toby! Toby!"
KRAMER, What did you go up there to heckle her for?
JERRY," Because she came down to the club and heckled me! Give her a taste 
        of her own medicine! &lt;George enters.&gt;"
KRAMER," Oh, YEAH! You gave her a taste of medicine, alright."
JERRY," Well, I didn't want her to have an accident."
GEORGE, What accident?
KRAMER," Well, after he heckled Toby, she got so upset, she ran out of 
        the building and a street sweeper ran over her foot and severed her pinky 
        toe."
GEORGE, That's unbelievable!
KRAMER," Yeah! Then after the ambulance left, I found the toe! So I put 
        it in a Cracker Jack box, filled it with ice, and took off for the hospital."
GEORGE, You ran?
KRAMER," No, I jumped on the bus. I told the driver, ""I got a toe 
        here, buddy - step on it."""
GEORGE, Holy cow!
KRAMER," Yeah, yeah, then all of a sudden, this guy pulls out a gun. Well, 
        I knew any delay is gonna cost her her pinky toe, so I got out of the 
        seat and I started walking towards him. He says, ""Where do you think 
        you're going, Cracker Jack?"" I said, ""Well, I got a little prize 
        for ya, buddy - "" &lt;Kramer throws two quick punches and a massive 
        uppercut&gt; - knocked him out cold!"
GEORGE, How could you do that?!
KRAMER," Then everybody is screamin,' because the driver, he's passed 
        out from all the commotion...the bus is out of control! So, I grab him 
        by the collar, I take him out of the seat, I get behind the wheel and 
        now I'm drivin' the bus."
GEORGE, You're Batman.
KRAMER," Yeah. Yeah, I am Batman. Then the mugger, he comes to, and he 
        starts chokin' me! So I'm fightin' him off with one hand and I kept drivin' 
        the bus with the other, y'know? Then I managed to open up the door, and 
        I kicked him out the door with my foot, you know - at the next stop."
JERRY, You kept makin' all the stops?
KRAMER," Well, people kept ringin' the bell!"
GEORGE," Well, what about the toe? What happened to the toe?"
KRAMER," Well! I am happy to say that the little guy is back in place 
        at the end of the line."
GEORGE, You did all this...for a pinky toe?
KRAMER," Well, it's a valuable appendage."
JOANNE," So, Kramer found the toe, and they re-attached it."
ELAINE, Really.
JOANNE, Poor kid. What an ordeal.
MICHAEL," And you know how extremely sensitive she is...she's gonna need 
        our full support."
MICHAEL," Toby, what can I do? Can I get you something?"
TOBY," Oh no, I'll be fine..."
JERRY, <i>She</i> got the promotion?
JERRY, Why?
ELAINE," I'll tell ya why. Because of her pinky toe, that's why. Because 
        Lippman felt so sorry for her, he didn't want to hurt her feelings."
JERRY, Too bad.
ELAINE," Sure, the pinky toe is cute! But, I mean, what is it? It's useless! 
        It does nothing. It's got that little nail that is just impossible to 
        cut. What do we need it for?"
JERRY," Because Elaine, that's the one that goes 'wee-wee-wee all the 
        home.'"
ELAINE, Why don't you just shut the f-
ELAINE," Yes, I heard, Kramer - I work there, remember??"
KRAMER," Yeah, and you know what she told me? She said her first order 
        of business is to put my coffee table book into the bookstores as soon 
        as possible."
ELAINE," Oh, wonderful!"
KRAMER," You know, throughout this whole thing, she always kept a smile 
        on her face."
ELAINE," Oh, of course! She's deranged."
JERRY," So, I went down to the magazine, I pleaded with him to come and 
        see me again, finally he agreed to come down tonight, and he's going to 
        write another article."
RONNIE, I heard you went down to somebody's office and heckled them?
JERRY, Damn right! We've been lapdogs long enough!
RONNIE," How could you do that? I mean, everybody's talking about it."
JERRY," Well, it's about time one of us drew a line in the sand."
RONNIE," Jerry, you're like Rosa Parks. You opened the door for all of 
        us. I can't wait till the next time someone heckles me."
JERRY," Yeah, well, won't be long."
ANNOUNCER," Ladies and gentlemen, please welcome Jerry Seinfeld!"
JERRY, Gotta go. &lt;heads out on stage&gt;
GEORGE, Robin? Robin!
ROBIN," George, what is it? I'm working."
GEORGE," Robin, listen to me. The most amazing thing has happened. Kramer 
        has opened my eyes. I think I've changed. "
ROBIN, What are you talking about?
GEORGE, O.k....&lt;is about to explain. Cut to Jerry on-stage.&gt;
JERRY," I mean, Bozo the Clown...does he really need ""the clown"" 
        in his title, as clown? Bozo, ""the"" clown? Are we going to confuse 
        him with Bozo the district attorney? Bozo the pope? There's no other Bozo..."
GEORGE," ...you'll see, things will be different now - if you just give 
        me one more chance. "
ROBIN, Listen...I gotta think about this. &lt;walks away.&gt;
GEORGE," Alright, but I'm serious about this."
JERRY, ...that's why men hunt and women nest.
ROBIN, George! This is Ronnie Kaye!
GEORGE," The prop comic? &lt;Ronnie holds up his water gun and smiles.&gt; 
        Oh, hi...I didn't recognize you, what...did you get a haircut?"
JERRY, George - could I have a word?
Kramer," All right, get off at the next exit."
Jerry," Kramer, I've driven to the Hamptons many times, I know the 
              exit."
Kramer," It's a great house, pool's something? Yeah, I'll be there."
Jerry,  You sure we're makin' the right move?
Elaine," We gotta see the new baby anyway, at least we'll get a 
              weekend in"
Jerry, Didn't they just have a baby?
Elaine," That was two years ago, remember? 'Jeh-Ree, you gotta see 
              the"
Jerry," Is it possible they're just having babies to get people 
              to visit"
Kramer," Hey Jerry, you ever wear silk underwear?"
Jerry, No.
Kramer, Put that on the top of your list.
Jerry," No, not for me. A little too delightful. Well, George and 
              Jane"
Elaine," Oh, isn't that weird that George and Jane haven't had sex 
              yet, but"
Jerry," I know, George is pretty pleased about it. It's like she 
              signed a"
Elaine, When's Rachel comin' out?
Jerry, She's makin' the three o'clock train.
Elaine," Her father is so religious, I'm just amazed that he's letting 
              you"
Jerry, I bought him some kishka.
Kramer, What's that?
Jerry," It's kind of a stuffed meat thing. Israeli soldiers carry 
              it. In"
George, I never tasted a cough medicine I didn't love.
Jane, Me too. I love cough medicine.
George," You see? We were made for each other.  
              It's"
Jane, What's your favorite?
George, Pertussin. Ever try it with club soda?
Jane, No.
George," Oh, very refreshing.  Sex is like joining 
              a"
Jane, Are we almost there?
George," Yeah, about ten, fifteen minutes. But I have to stop at 
              a"
Jane, What for?
George," My mother loves Hampton tomatoes. She's nuts for Hampton 
              tomatoes."
Jane, Can you buy 'em later? I really wanna get some... sun.
Kramer, Hey Jerry. Rub some lotion on my back.
Jerry," Who are you, Mrs. Robinson?"
Kramer," Come on, I'll rub some on yours."
Jerry," No, that's no sweet'ning the deal. No."
George,"  You know, when I was a kid, I once found a dollar 
              and"
Jane,  You must've been excited.
George," Yeah. Hey, you know, I gotta go get these tomatoes. You 
              wanna go"
Jane, I don't think so.
George," 'Kay. I'll uh, I'll see you later. Anybody want some tomatoes?"
Jerry, No thanks.
Kramer, No. 
Jane," I'm gonna take a dip. (She leaves for beach, Elaine enters"
Jerry, And then there's Maude. 
Elaine," Look at my face, look at it. You see any lines?"
Jerry, No lines.
Elaine, You know why? One word shade.
Jerry," So when're we gonna see this baby? When is the momentous 
              event?"
Elaine, I don't know. They're takin' a nap or something.
Kramer," I'm gonna go see if there are any girls on the beach. Elaine, 
              you"
Elaine,  No thanks. I got plenty of girlfriends.
Jerry,  Oh this is interesting.
Elaine, What?
Jerry, Jane's topless. 
Kramer, Yo yo ma.
Jerry, Boutros Boutros-Ghali.
Elaine, Nice rack. 
Carol," Come on, you guys. You can come on and see the bay-bee!"
Jerry," Oh, in a minute, Carol."
Kramer, We're gonna be right there.
Jerry, This is weird wild stuff. George hasn't even seen her yet.
Elaine, Why do you think we're getting the sneak preview?
Kramer, Maybe she's trying to create a buzz.
Elaine, What?
Kramer," You know, get some good word of mouth goin'."
Jerry," Oh, here she comes. (They pretend to not have watched as 
              Jane"
Jane, I'm thirsty. Anyone want a drink?
Jerry, No thanks.
Elaine, I'm good.
Kramer," Deh-deh-deh-deh-  All right, show's over. I'm 
              goin'"
Carol," Adam , Jerry and Elaine are here."
Elaine," Oh, he's a cute little shnugly baby."
Carol," Isn't he gorgeous? (Elaine looks at baby, only to be frightened"
Elaine, Ugghh.
Carol, Is she gorgeous? 
Elaine," Oh, gorgeous, yes."
Jerry, So very gorgeous.
Carol," Michael, shut the door! You're letting bugs in."
Jerry, Is it me or was that the ugliest baby you have ever seen?
Elaine," Uh, I couldn't look. It was like the Pekinese."
Jerry," Boy, a little too much chlorine in that gene pool. "
Elaine," Oh, you have to lie."
Jerry, It's a must lie situation.
Elaine," Yes, it's a must lie situation."
Jerry," You know, I don't think we should tell George we saw Jane 
              topless."
Elaine," No, I don't think so."
Jerry," You know, we might want to tell Kramer."
Ben, Oh this ointment should do it.
Carol," How are you feeling, Adam?  
              Elaine!"
Elaine, Hi.
Carol," Look at him, Elaine. How gorgeous is he? I ask you, how 
              gorgeous?"
Elaine,  Pretty gorgeous.
Ben," Elaine, you have children?"
Elaine," Me? Oh no, but I'd love to have a baby, I mean, I can't 
              wait to"
Ben, A beautiful woman like you should. You're quite
Elaine, Breathtaking? I'm breathtaking?
Carol," And he's very particular. Ben, you're staying tonight, right?"
Ben, Sure. (Elaine celebrates to herself as Jerry enters and
Jerry," Ah, I'm gonna go pick up Rachel at the station."
Elaine," Yeah, see ya."
Jerry, Okay. 
Carol," Oh, just look at him!"
Ben," Yeah, he really is breathtaking. (Elaine confused by his"
Rachel," Train was so crowded. I had to sit in the seat facing the 
              wrong"
Jerry, Oh I like that. It's like going back in time. (George comes
George, Hey Rachel!
Rachel,"  Hi. I'm gonna go in there to 
              change."
George, What kind of a greeting was that?
Jerry, She's got greeting problems.
George," Yeah. I love Hampton tomatoes. You know, you can eat 'em 
              like"
Jerry," Well, the tomato's an anomaly. So successful with the ketchup"
Kramer," Hey, hey, hey! Look at what I got!"
George," Hey! Wow, the K-Man! "
Jerry, You got lobster for everybody?
Kramer," Yeah, and they're fresh! Right out of the ocean."
George," This is fantastic. Man, what a weekend. Swimming, lobster 
              for"
