"Character","Line"
"jerry"," Well, I don't wanna get into the whole physics of carbonation 
      "
"george"," Why not?"
"george","  Well now it's not gonna be original! It's gonna lose 
      "
"elaine","  Oh, ah.  Stupid Kramer."
"elaine","  I'm fine."
"jerry"," Hey"
"jerry"," You saw her? What was she wearing?"
"newman"," Alright, let's begin."
"george"," It's my name. I made it up. You can't just steal it."
"george"," You don't care for Soda?!"
"george"," Nine. Thirt... thirteen's no good."
"jerry"," Oh."
"george","  So am I!"
"newman"," ...But I have made a decision.  We will cut the "
"elaine"," Alright, fine. Fine. Go ahead.  Cut the stupid thing 
      "
"kramer"," Sweet justice. Newman, you are wise."
"elaine","  But this isn't fair! Lookit, my neck is still "
"jerry"," Alright, hobo Joe. I didn't wanna put a damper on your little 
      "
"kramer"," Well, I don't have this kind of cash."
"jerry"," Yeah, well, until this bill is paid..."
"newman"," Hey!! Help me!"
"elaine","  Oh, look at this!"
"jerry"," Oh yeah, be great for your paper route."
"george"," Soda. S-O-D-A. Soda."
"george"," I solve problems. That's just what I do."
"kramer"," Uhh, Jerry, you got no mustard, huh."
"kramer"," No, no, I can't eat that. You can't eat a sandwich without "
"jerry"," What arrangement?"
"kramer"," Oh, hey."
"elaine"," Hey."
"elaine"," Ach, maybe."
"elaine"," God. Man, this is killing me. Right now, I would give that bike 
      "
"elaine"," You really think he wants the bike?"
"george"," Yeah. It's a beautiful name for a boy or a girl..."
"kramer"," No, no. Not mooching. 'Cos at the end of the week, you add 'em 
      "
"jerry"," Kramer, I don't know if you're getting that bike."
"george"," The same outfit?"
"jerry"," The exact same outfit."
"george"," Maybe she moved it up in the rotation."
"jerry"," Why? It's our first date, she's already in reruns?"
"george","  Awright, I'm heading home."
"jerry"," Hey, did Susan change her mind about the name?"
"george"," 'Mickey'?  'Mickey'!"
"jerry"," ...You bite it, you bought it."
"kramer"," Yeah."
"elaine"," Hey."
"kramer"," Well, my friend Jay Reimenschneider eats horse all the time. 
        He "
"elaine"," This is not the point.  The point is, you just can't 
      "
"kramer","  Digidi."
"elaine","  Kramer! Kramer!"
"george"," Hello, Ken. It's George Costanza. I think we need to talk."
"elaine"," His chiropractic job was a crock. It's even worse than it was 
      "
"elaine"," What d'you care?"
"kramer"," What're you talking about?! We had a deal!"
"elaine","  You better give me back that bike!  
      "
"kramer"," Alright, look. Jerry, you know the whole story, you should "
"elaine"," Yeah Jerry."
"george"," What about Six?"
"newman"," And, Kramer, you did provide a service in exchange for "
"elaine","  What?! This is your solution?! To ruin the bike?!"
"newman"," Not so fast, Elaine! Only the bike's true owner would rather 
      "
"jerry"," What're you doing? I thought you were changing."
"jerry"," You wanna throw something on and walk me to a cab?"
"kramer","  Alright. I'll get that money for you in five 
      "
"elaine"," Hey, that's my bike!"
"jerry"," Boy, I miss the days they made toys that could kill a kid."
"elaine"," What d'you think Jerry? Jerry?"
"george","  Well, so, legally, I could marry your daughter."
"george"," Ech. What else you got?"
"kramer"," Oh yeah, I got a big appetite."
"jerry"," Hey. What's with your neck?"
"jerry"," Did you twist it? You coulda twisted it."
"kramer"," Alright, lean forward, relax."
"elaine","  What? What?"
"kramer","  He sells tee-shirts outside the World Trade Centre."
"elaine","  Wha...?"
"kramer"," Yeah."
"elaine"," Wow! That is unbelievable. The pain is totally gone!"
"jerry"," Oh yeah."
"george"," Ah, alright. Believe me, that kid's gonna be called Soda."
"george"," I know. It's Mickey Mantle's number. So not only is it an all 
      "
"george","  Yes I am. I defy you to come up with a better name 
      "
"jerry"," Awright, let's see. How about Mug?  Mug "
"george"," Christie? That's the one you met in the antique store?"
"jerry"," Yeah, she had this great black and white dress, with a scoop "
"kramer"," Ah, I got it."
"jerry"," Oh, it's no problem. You can take whatever you want."
"kramer","  Oh yeah, yeah. Put that on my tab."
"kramer"," No, that's yours. My half is gone."
"jerry"," You cannot buy half a can of soda."
"kramer"," Yeah."
"george"," Aw c'mon. It's a fantastic name. It's a real original, nobody 
      "
"george","  What?! They're stealing the name?! That's my name, 
      "
"elaine","  Oh god! Oh, god.  Kramer!"
"elaine"," Yeah, yeah. Uh, Christie?"
"kramer"," You got that right!"
"jerry"," Boy, I'm surprised.  I would think Kramer would have 
        a "
"jerry"," Both times I've seen her she's worn the same dress."
"jerry"," Well, I'm flattered that you would both appeal to my wisdom, but"
"elaine"," So, that's the situation."
"george","  What happened to Soda?! I thought we all agreed on 
      "
"jerry"," Oh, I'm sure you do."
"george","  It's just that, I know her, and boy..."
"newman"," Well, you've both presented very convincing arguments. On the 
      "
"elaine"," What?!"
"george","  You know, you're really being very selfish. It "
"george"," Seven!!"
"jerry"," Hello, Christie? I was wondering if we could get together again?"
"kramer","  Yikes."
"jerry"," Few do."
"newman"," Oh no. No no no no. I bought it from Kramer. He was hard up for 
      "
"jerry"," Hey George, you coming to the Tonight Show on Thursday?"
"jerry"," No."
"jerry"," Well, they were humiliated. I mean after the impeachment, 
              my father"
"george"," Uncle Leo's having regular sex?"
"jerry"," Yeah, I know. It devalues the whole thing."
"jerry"," 30 years."
"elaine"," You're all grown up."
"george"," Yeah, they're all through ruining my life. What the hell 
              are they"
"elaine"," They have no idea when they're going back to Florida?"
"jerry"," All right. Anyway, the point I was making before Goerbbles 
              made your"
"george"," What, I can't stop by and visit my parents? "
"george"," You could pet them. They come right out of the water onto 
              the"
"kramer"," Jerry? Jerry!"
"jerry"," Oh, hi."
"jerry"," Actually, I'm drunk."
"elaine"," I mean I lost my job, I can't go to Africa. I was gonna 
              meet the"
"jerry"," Hey Kramer, my parents are gonna have to move back to Florida, 
              isn't"
"jerry"," Hello Newman."
"elaine"," Jerry?"
"jerry"," Not from the footage I've seen."
"george"," Big news?"
"george"," My parents are moving to Florida!"
"jerry"," Are you kidding?"
"george"," I know!"
"jerry"," We could visit together!"
"george"," To spite your parents!"
"jerry"," To spite my parents?"
"george"," Beautiful!"
"jerry"," All right, fine. Come over here. "
"george"," Hey, I'm sorry, you had your buffer zone for many years. 
              It's my turn"
"jerry"," You know what you're doing, don't you? You're killing Independent"
"jerry"," Can you blame her?"
"elaine"," Yes, fine, fine, a juice glass is perfect."
"elaine"," Mrs. Seinfeld, pick a glass! Pick a glass, Mrs. Seinfeld!"
"jerry"," What do you recommend?"
"newman"," We'll pay anything. We've got the  "
"kramer"," He couldn't handle that, he's delicate."
"elaine"," Oh! Yes! What a load off. So when are we going to Africa?"
"jerry"," Well, at least the Costanzas changed their mind and decided 
              not to move. "
"george","  I am aware."
"elaine"," Oh, hi, Frank."
"george","  Sit down. Join us, please."
"elaine"," You know, the photo I took in Tuscany of the little man in front 
        of the sign that said ""Costanza""?"
"george"," Pretty chintzy, huh? Considering the money she makes.. She's 
        a big executive for Federal Express."
"jerry"," Federal Express?! Is she out of her mind? Why didn't she just 
        ship it?!"
"kramer"," Well, maybe your father would be interested in that."
"kramer","  Well, we're still, uh, 
        learning the subtleties of the table."
"kramer"," Eleven, corner pocket. "
"jerry"," Oh, it's unbelievable. Every time you use it you feel like you 
        just came from the dentist!"
"jerry"," Uh.. It's not Poverotti.. It's not Domingo.."
"jerry"," Why not?"
"george","  Susan has the doll collection.. one of the dolls 
        looks exactly like my mother.. she likes to sleep with it."
"jerry"," Wow. You were in bed with your mother last night?"
"george"," Yeah,  Susan said you'd be excited."
"jerry"," Excited? I'm gonna kill her! She knew she was coming here and 
        she made me carry that box?!"
"kramer"," Really?"
"jerry"," Oh, did you bring the bar-b-que sauce?"
"jerry"," I've had yours, I'm telling you - this one is ten times better. 
        Don't you believe me?"
"jerry"," Oh, hi. Elaine, this is Sally."
"jerry","  No, no. I wanted the one in the little bottle with 
        that guy on it that looks like Charles Grodin!"
"elaine","  Me? Are you talking about me?"
"jerry"," Well, I want to sit down."
"jerry","  Where's George?"
"jerry"," My pants!"
"elaine"," Oh, ok! "
"jerry"," ""I'm looking for a crested blazer"""
"jerry"," ""You know...I'm not sure. I'll tell you what. I'll 
              come back later with someone"
"jerry"," ""Yeah..... He caught me"""
"george"," ""All right fine.... Whatever"""
"jerry","  "" Problems with the house guest?"""
"kramer"," ""Well Bob Sacamano he stayed with me once for a year 
              and a half."""
"elaine"," ""Who is he?"""
"george"," ""He's a wig master"""
"kramer"," ""About some tickets George , you know I'd kill for 
              a peek.."""
"kramer"," "" Oh I'm down."""
"jerry"," ""Yeah.... well Elaine."""
"elaine"," ""I think it's great. I think you should get it."""
"jerry","  ""Check."""
"elaine"," ""But I really did like it"""
"elaine"," ""He dared...."""
"kramer"," ""Oh Come on Jerry, It's all the way over to twelfth 
              avenue.."""
"jerry"," ""Forget it."""
"george"," ""Yeah,yeah!! I'll pick you up right now.....All right 
              All right....Hey! gotta go."""
"elaine"," ""except for Jerry!"""
"elaine"," ""Hey Jerr..."""
"kramer"," ""...Yeah I like Cadillacs  Why ? What 
              you got on your mind?"""
"elaine"," ""You were wrong about Craig . He's a very sweet guy."""
"elaine"," ""Ah! Jerry I've been around long enough to know when 
              I'm being worked."""
"elaine"," ""Ok...."""
"george"," ""Really!"""
"george"," ""Yes, you know. Deal with it .We have to deal with 
              the doubt, Susan The DOUBT!! Must be"
"elaine"," ""Arrive?"""
"elaine"," ""So you're giving him a discount too?"""
"jerry"," ""Don't you see?...........It's all a big scam."""
"jerry"," ""That's right. I don't care for the salesman that sold 
              it to me."""
"kramer"," ""Hey! Elaine.."""
"kramer"," ""Well what are we ...dog meat."""
"jerry"," ""They make wigs out of human hairs?"""
"elaine"," ""So.ehmmmm. so, do you have any ideas when the Nicole 
              Millers are coming in?"""
"jerry"," ""Hello.."""
"jerry"," ""Right in front of me!. How do you know we're not together. 
              Two guys ,sittin' laughin'"
"jerry"," I love it when you get your car back from the car place, and "
"elaine"," Hi, Mr Peterman."
"elaine"," Whatever."
"george"," LBJ?"
"jerry"," Lyndon Johnson, used to do that to his staffers."
"george"," I can't. He's been on my case about not paying attention. "
"jerry"," You know what you do? Ask him a follow-up question. Tell him "
"newman"," I don't know, they're deranged."
"george"," Awright, I'll see you later."
"newman"," Ten cents!?"
"kramer"," Yeah."
