"X","X.1"
"SpongeBob"," Yeah, Triple Gooberry Sundays tonight after we free them."
"SpongeBob"," Quick Patrick, unlock it before he sees us"
"Patrick"," Ahh, SpongeBob."
"SpongeBob"," Yes Patrick?"
"SpongeBob"," Say again, Squidward? "
"Squidward"," I know I'm on TV! See the camera?  You're on TV too! "
"Squidward"," This isn't happening!"
"Patrick"," I'm not on TV!  SpongeBob! I went home and turned on my TV, but... I wasn't on the TV. Why did you lie to me, SpongeBob? Why?"
"Patrick","  SpongeBob! You gotta try this! "
"Squidward"," That means you take all the pretty pictures. "
"Patrick"," All right!"
"SpongeBob"," Ooh ooh! Whoo! Whoo! Let me do something too, please?!"
"SpongeBob"," It's heavy!  Thanks! But it itches. "
"Sandy"," Whee, doggy! I can line-dance better than that!  Yee-haw!"
"Patrick","  My shorts are wet! "
"Squidward"," That's funny. Even a barnacle knows you need music to dance. "
"SpongeBob","  Well, that's very nice of you to say. "
"Squidward"," You got a dance audition? "
"Squidward","  Hmm...  "
"Squidward","  By the time that idiot gets back, he'll be too tired to dance! "
"SpongeBob"," I'm back from Mount Oyster!  Here.  Got this for you at the gift shop  "
"Squidward"," All right! You wanna learn some dancing?! I'll show you dancing!  You know what gets people going? Ribbons!  "
"SpongeBob"," Well, yes, but-- "
"SpongeBob"," Right, Squidward.  And a-one, and a-two, and a--  Nope.  "
"SpongeBob","  And a-one, and a-two, and a-oof!  Is that okay, Squidward? "
"Squidward","  Observe a true master at work.  "
"Mr. Krabs"," refrigerator."
"Mr. Krabs","  Uhhh, can't. It's late, and all the shops are closed. We're just gonna have to wait until morning to find you something to eat."
"Mr. Krabs"," No, wait! I'll think of something.  Food. Where? Where? Food. Where? Where? Huh? "
"Mr. Krabs"," Ooh-hoo-hoo, foo-foo-foo-food. Gotta find foo-hoo-hoo food! "
"SpongeBob","  Mr. Krabs! How could you do this to me?"
"Mr. Krabs","  G-g-good idea, SpongeBob. That sounds just perfect."
"Squidward"," Not so fast! That crab is a food thief! He snuck into my house in the middle of the night, stole every last morsel in my kitchen, and he even swiped my entire collection of smoked kielbasas."
"Mr. Krabs"," Because if you do, I'll fire ya.  No, if I go to prison, who's gonna feed Pearl?"
"Squidward"," Hello, police?"
"Mr. Krabs","  Oh, SpongeBob, what am I gonna do?"
"SpongeBob"," Pearl? What happened?"
"Mr. Krabs"," Hold on, boy. I said I was trying to feed me daughter, not completely obliterate me inventory."
"SpongeBob"," Aw, thanks, pal. "
"SpongeBob","  Not to worry, sir. I'm comi-i-i-i-ing--  Whoa!  Don't worry, everybody, I'm ok-  Hey! Don't touch Mr. Krabs' money!"
"Mr. Krabs","  Help?! I think you've helped quite enough today.  And don't even think about coming back here until that destructive device of yours is gone! "
"Patrick"," Look! The ball toss!"
"Patrick"," Ohh! Ohh! The spinning steering wheels! Oh, we gotta do that!"
"SpongeBob"," I don't know... I have too much eye pain."
"Patrick"," Hey, pal, want some of my cotton candy? They gave it to me when I won the dart tournament. I got this, too!  Check it out!"
"SpongeBob"," That's nice, Patrick, but I don't want any cotton candy."
"Patrick"," Who asked you?!  Forget it! I'll just play...uh... fetch!  Where is it? Where is it? Gotcha!  Is SpongeBob okay? Oh, what do I care? I'm no longer supposed to help.  Buddy!  Uhh! SpongeBob?  SpongeBob? Hey, whatcha watchin'?"
"SpongeBob","  My favorite show.  Ha, ha, I love that part!"
"Patrick","  This is all my fault!  Me and my dumb ideas! I'm so sorry! "
"SpongeBob"," Patrick! Your tears! They're melting the glue! Keep crying! I'll do the same and maybe I can slip out of this thing!  Look! It worked!"
"Sandy"," Whew! Boy, that's ripe."
"Sandy"," Mm-mmm! Nothing like a hot shower to make a squirrel feel like a new woman!"
"Plankton"," Sandy Cheeks? But where's her fur?"
"Sandy","  I'm locked in!"
"Plankton","  Please don't put your finger on it."
"SpongeBob"," Ahhh, the gooey freshness that is the Krabby Patty patty."
"SpongeBob"," But I can show you all the other ins and outs of making a steamy Krabby Patty. First, I make sure I'm at the comfortable grilling temperature of 274 degrees."
"Plankton"," An' approximately how long do you cook a patty?"
"Sandy"," Chipmunk?! What is so funny about havin' my fur stole?"
"SpongeBob"," Now that we're grillin', we can work on the fixin's! See, there are two patties here. But before we get into slicing and dicing we always start with the washing. We'll begin with the seaweed."
"Plankton","  Aaugh! This is getting so tedious!"
"SpongeBob"," Oh, still off by that much. Try it again.  Ooh, try again  Mmm, try again.  Oh, try again.  Oh, try again."
"Plankton","   Arrrgghh! You try it again! I'm makin' my move!"
"SpongeBob"," Mr Krabs! Sandy's makin' off with the formula!"
"Sandy"," Gotcha! And now for the appropriate punishment for a no-good, yella' belly like yourself."
"Plankton"," My eye! This condiment is highly irritating to my eye!"
"Mr. Krabs"," Oh, thank you Sandy. Thank you Sandy."
"Plankton"," Eh, that's the life."
"Plankton"," You? You're just a computer. I'm the evil genius around here."
"Plankton"," Yes."
"Plankton"," Wow, that's a pretty good idea. Whoa! Um, Karen? Whoa!"
"Plankton"," Ugh. great."
"SpongeBob"," Huh?  Hey, Squidward, we blew a fuse!"
"Plankton","  It worked! I can see everything SpongeBob sees."
"Squidward"," SpongeBob, where's the Krabby Patty for order 17?"
"Plankton"," Oh Boy! He's gonna make a Krabby Patty in front Of my eyes!"
"Plankton"," That's it! I'm going somewhere else.  Where are those ear drums? "
"Mr. Krabs"," The secret to the Krabby Patty formula-"
"Plankton","  Ow! I hate my life!"
"Mr. Krabs"," Is this thing loud enough? Oh, sure, I can hear you fine now. What was the question again?"
"SpongeBob"," Okay!"
"SpongeBob"," Uh, uh, scratching!"
"Patrick"," Oh, well. Never mind. "
"Squidward","  And would you have kelp fries with that?"
"Plankton"," Coming dear."
"Mr. Krabs"," Somethin' is terribly wrong, Squidward!"
"Squidward"," And it's taken you this long to figure that out?"
"Plankton","  Next Chumstomer, please.  Well, Well, Eugene Krabs!"
"Mr. Krabs"," Save the formalities for your mother-in-law, Plankton! Yeh stole my Krabby Patty Formuler, and I want it back!"
"Plankton"," Wha?"
"Mr. Krabs","  SpongeBob! Stop what you're doing!"
"SpongeBob","  Mr. Krabs, do you think it might be kinda... unhealthy to be feeding people all this grease?"
"Mr. Krabs"," Questions are a danger to you...  and a burden to others. "
"Mr. Krabs"," Quadruple goodness?!  We'll see about that.  Keep the grill goin' nonstop to crank out as much grease as possible!"
"SpongeBob"," Sorry Mr. Krabs. I accidentally dropped some buns into our vat of extra grease. They've been soakin' there for about an hour. "
"Squidward"," P.U, Mr. Krabs!"
"Mr. Krabs"," SpongeBob! Get those seven orders of Wow soup out to table 3 pronto! We gotta keep these customers happy or Plankton will steal them back!"
"Mr. Krabs"," Are you gonna get that soup served to table 3 or are you gonna wait til it gets up and walks there itself?"
"SpongeBob"," They're feeding people grease."
"Plankton"," Uh, Officer! Officer I would just like to state for the record that umm,  this was all his idea! All of it!"
"SpongeBob"," No, it's not the end, Mr. Krabs."
"Mr. Krabs"," Oh what difference does it make?"
"SpongeBob"," No it wasn't, Mr. Krabs! I soaked up all the offending substances from the surrounding area and I'm gonna go dispose of them properly. The Krusty Krab is grease free!  Patrick No! "
"Squidward","  No, and I want you to stop calling me Squidsy. "
"Squidward","  I don't care! Now get back in the kitchen!"
"Patrick"," Oh, sorry to interrupt your fit of self-loathing, SpongeBob.  I'm just borrowing your refrigerator again."
"SpongeBob","  What happened to yours?"
"Patrick","  Oh, no! What are you gonna do?!"
"SpongeBob","  I don't know! I don't know! I don't know! I've been a fry cook for so long I... I don't think I can do anything else."
"Patrick"," Why don't you find out?"
"SpongeBob","  Wait! I can't do this, Patrick. What if I don't stack up to the competition? Maybe I should just beg Mr. Krabs for my old job back. "
"SpongeBob","  Okay. Here goes.  Patrick, please?  ♪ Laaa! ♪  Sorry. "
"SpongeBob"," I guess a sponge can make it in this town.  I am going to be a star! "
"Patrick"," All right!"
"SpongeBob"," Well, I better go home and get some beauty sleep."
"Mr. Krabs","  Afternoon, boy-o!"
"SpongeBob"," Patrick, when next you see me, it shall be on the television. "
"SpongeBob"," Well, I'm not.  I am a fry cook.  That's what I am, and that's what I've always been! I'm sorry to waste your time, mister. "
"Squidward","  Can things get any worse?"
"Squidward"," What? No!"
"SpongeBob"," Please let me help!"
"SpongeBob"," Pretty please with candy sprinkles on top?"
"SpongeBob"," Yaaaaaaaaaaaaaaaaaaaay! Thank you Squidward."
"SpongeBob"," No peeking."
"SpongeBob"," Squidward that... that's a beautiful thing to say!"
"Squidward","  How?"
"Squidward"," Neptune no!"
"Squidward"," Really?!  Garbage. I'm made of garbage"
"SpongeBob"," Poor little snail just wanted some fun time.  I can only image the tortured loneliness he must be feeling right now.  Welcome to the Kru...  Sorry sir, but the Krusty Krab has a strict no pet policy. I'm afraid your worm will have to wait outside."
"SpongeBob","  They're so precious!  SOLD! I'll take that one right there!"
"SpongeBob"," Yeah, yeah, yeah, thanks, bye. "
"SpongeBob"," Eat up, you two.  Gary! What happen to your matters? You be nice and share with Puffy Fluffy.  Come here you.  There you are, Fluffy. Now eat up I'm gonna go make my enchiladas."
"SpongeBob"," I accept your apology, Gary. Now, you be good to him. Good night."
"SpongeBob","  Better go check and see how my little buddies are getting along!  Hmm, that's interesting. Must have been a sea quake last night. Oh well, what are you gonna do?  That's unusual. WHOA!!  My library!  And my prized memoirs of T.S. Halibut!  My clothes!  This was no random sea quake. Who could have done this? There was no one here except for...  ...Gary. I bet he's jealous about the new friend.  Gary! You are in big trouble, mister!  Gary, Gary, unlock this door immediately. Gary, Gary, did you hear? Gary? All right Gary, you have let me no choice! "
"Patrick","  Oh yah! Yah! Yah! I want that!"
"Patrick"," Hey!  Where's the toy?"
"SpongeBob"," Oh, it doesn't come with a toy."
"Mr. Krabs","  What's the problem here?"
"SpongeBob"," Mr. Krabs, the Krusty Krab doesn't have any toys."
"SpongeBob","  My purpose in life is to have you as my toy. ."
"Mr. Krabs"," Hey, good looking."
"Patrick"," It came from the meal that we're ""sharing."""
"SpongeBob"," Sharing?"
"Patrick"," Aren't you supposed to be working? "
"SpongeBob","  Of course."
"SpongeBob"," Gary, you can be a real negative nancy! "
"Patrick"," I can't go out! I just washed my hair!"
"SpongeBob"," You don't have any h- come out Patrick! It's my turn!!"
"Patrick"," You sure?"
"SpongeBob","  I'm sure!  Hi, Patrick! Time to share!"
"Patrick"," Well, gotta go! "
"SpongeBob"," Hold on, buster! Hand over the toy! It's my turn!"
"SpongeBob"," Water?!"
"Patrick"," Communication is key."
"SpongeBob"," It's my turn!"
"SpongeBob"," It's our Krabby Patty toy Mr. Krabs, and Patrick ate it, so that I couldn't play with it."
"Patrick"," Nuh-uh!"
"SpongeBob"," Oh you, toy eater!"
"Patrick"," This time, it's on me. "
"SpongeBob"," Patrick, that's my money."
"Squidward"," Please."
"Mr. Krabs","  SpongeBob!  Report to me office."
"SpongeBob"," Good luck, Mr. Krabs- "
"Mr. Krabs"," You see that, laddie? That outstretched hand is one of the biggest dangers to becoming a true cheapskate  He wants a tip."
"Mr. Krabs"," Go ahead! Give it a try!"
"SpongeBob"," Sure. "
"Patrick","  Yyyeeeeeep!"
"SpongeBob"," I'm sorry. But, we don't know what it's like to be ghosts."
"Patrick"," And Patrick! We're ghoooooooosts!  Ooohhhh!"
"SpongeBob"," We're going to haunt you! Foreeever!  Oooooohhh—!  Well, that killed the mood. "
"Mr. Krabs"," Then get your Captain's Quarters in the kitchen!"
"SpongeBob","  La la la la!  I can't cook Krabby Patties! I don't wanna be a ghost anymore, Patrick!"
"Mr. Krabs"," What?"
"Squidward"," This! "
"Mr. Krabs"," Bikini Bottom Labor Regulations? Eewww! Gross!  Get that thing away from me! It's giving me hives!"
"Squidward"," It specifically states that all employers must provide his or her employees with a secure, clean place to store personal property."
"SpongeBob"," Yeah... Sizzle those juices."
"Mr. Krabs"," It's me old navy locker. Good as new! "
"SpongeBob"," Ooh! Do we share our lockers like we share hairnets?"
"Squidward"," Order up, SpongeBob! "
"SpongeBob"," I didn't! I wore protective gloves! And besides, don't you like how classy it look now?"
"Squidward"," What is that idiot doing now?! "
"SpongeBob"," Well, that's simple"
"Squidward"," SpongeBob, Wait!"
"Squidward"," uuhh.. I'm.. trying to find my clarinet."
"Squidward"," I'm sorry I-I-I didn't mean to offend you."
"Squidward"," ha ha! Wha the- SpongeBob? SpongeBob?!"
"Patrick"," I win! I win!"
"Patrick"," I gotta get outta here!"
"Squidward","  -Such a nightmare!"
"Squidward"," Grrr..."
"SpongeBob"," Hmm.. I was just going to bring his clarinet."
"Patrick","  It says, ""Future site of the Shelly Super Highway."""
"SpongeBob","  Superhighway!!!!!???? Do you know what this means??!!"
"SpongeBob"," Larry, you gotta help me stop the highway!"
"SpongeBob"," We're talking about that new superhighway you're planning on building, and in case you didn't know, it's gonna destroy Jellyfish Fields. Not to mention that your plan is stupid and dumb and dumb and stupid."
"Plankton"," Well, that certainly was an interesting series of words that just tumbled out past your teeth and lips, but frankly, my dear sponge, I don't give a barnacle."
"SpongeBob"," Why?"
"Plankton"," Seems as though the ayes have it. Now if you'll excuse me, I've got superhighway preparations to be attending to. Toodles!"
"SpongeBob"," Yes, sir, but with good reason. You see, without Jellyfish Fields, jellyfish will have to find a new home and-"
"SpongeBob"," Patrick, I'm scared!"
