"Character","Line"
"elaine"," Um, I could come by your office and pick it up tomorrow."
"elaine"," Thanks"
"jerry"," You loaned her Pitt's racquet?"
"jerry"," Oh, OK. Next time lets play ping pong. It's easier to jump 
              over the net."
"elaine"," Bye"
"jerry"," Bye bye"
"elaine"," Have you noticed she never laughs"
"jerry"," Hm, really?"
"elaine"," Yeah"
"george"," Check that out "
"kramer"," Whoa, you're dating this woman? "
"george"," That's right."
"kramer"," George, you're becoming one of the gliterratti "
"george"," What's that."
"kramer"," Ya' know, people who glitter. She's a slim gal."
"george"," And the amazing thing is she eats like there's no tomorra'. 
            "
"kramer"," Maybe she's bulimic"
"george"," Wa?"
"kramer"," Bulimic, "
"george"," Kramer, she's a model."
"kramer"," Exactly"
"george"," I have noticed she does tend to go to the bathroom right 
              after"
"kramer"," There you go monkey boy."
"george"," Just enjoying watching you."
"jerry"," Yeah, it was OK. Frankenstein didn't seem quite right to 
              me."
"jerry"," Not that it was that nice of a jacket. I mean it didn't 
              fit him "
"jerry"," I'm glad you enjoyed it."
"george"," Yes, full. I love to be full ... love to sit back, loosen 
              the"
"george"," Where you going?"
"george"," You're fresh  You're very fresh. You seem"
"jerry"," It was unbelievable. You're right the jokes kept bouncing 
              off her"
"elaine"," See, what did I tell ya?"
"jerry"," And even when she did like something, she doesn't laugh. 
              She"
"elaine"," Oo, I better call that woman at Doubleday and see when 
              I can"
"jerry"," I mean how can I be with someone that doesn't laugh. It's 
              like ..."
"elaine"," Hello, yeah, hi. Uh, is Miss. Landis there please."
"george"," Well, I heard a noise."
"jerry"," What noise?"
"george"," You know, .. blah ..."
"jerry"," What blah?"
"george"," From the bathroom."
"jerry"," Oh, you think she was refunding?"
"george"," Every time we go out to eat the minute we we're done eating 
            "
"elaine"," So you're concerned."
"george"," Elaine, of course I'm concerned. I'm payin' for those meals. 
            "
"jerry"," In a manner of speaking."
"george"," Let me digest it. Let me get my money's worth. Y'know what 
            "
"kramer"," Here's your scrubber back."
"jerry"," Thanks."
"george"," Hey, maybe I could bribe one of those women that hand out 
              the "
"jerry"," A matron?"
"george"," Yeah"
"jerry"," uh, well I can't help you there ."
"george"," Wha?"
"kramer"," Nothin'"
"george"," You know a matron?"
"kramer"," Me?"
"george"," You"
"kramer"," No."
"george"," Kramer, "
"kramer"," Well, now look, just leave me alone."
"george"," Well, what is it?"
"kramer"," No, don't, don't make me"
"george"," Wha?"
"kramer"," No, I can't, all right I can't ... "
"george"," Who?"
"kramer"," ... My mother's a matron!"
"elaine"," Babs? "
"kramer"," Yeah, there, all right I said it there.. Ya' satisfied? 
              Anything else you "
"george"," Kramer, Kramer, I need to know if Nina is refunding."
"kramer"," Look, George, I can't help ya, all right."
"george"," Why not? Why not?"
"kramer"," let me go. let me go. Because I haven't talked to my mother 
              in five"
"george"," Come on, Kramer."
"kramer"," I can't I can't"
"jerry"," Kramer you're going to have to face her some time "
"kramer","  b'd b'd"
"elaine"," Hello  Oh, my goodness. What happened?"
"elaine"," Oh"
"elaine"," Oh, you'll be playing ..."
"elaine"," There are plenty of things you can do, there's chess and 
              uh uh mah jong, "
"elaine"," ... and biking and .."
"elaine"," ... hiking ..."
"elaine","  Could I ..."
"elaine"," , You know it's not important I'm gonna, 
              ok, well, you know."
"kramer"," Ma?"
"george"," Cosmo?"
"jerry"," Why didn't you just ask her for it?"
"elaine"," I told you I couldn't. The woman was crying about how she 
              might never "
"jerry"," Yeah"
"george"," Hey di ho"
"jerry"," C'mon up."
"jerry"," So when do you have to get the racquet back to Mr. Pitt?"
"elaine"," augh, he's got a big match tomorrow with Ethyl Kennedy"
"jerry"," He needs a three hundred-dollar Bruline to beat Ethyl Kennedy?"
"elaine"," He'll only play with his racquet"
"jerry"," Well, why don't you wait 'til she's not there on her lunch 
              hour and just"
"elaine"," That's stealing?"
"jerry"," Stealing? You loaned her the racquet!"
"elaine"," I know."
"george"," Hey oh."
"elaine"," JERRY Hey"
"jerry"," So what happened with Kramer's mother?"
"george"," It's all worked out. Nina and I will have dinner Thursday 
              at the restaurant"
"jerry"," What's she like?"
"george"," Oh, she's a Kramer. And uh, while I was there I uh happened 
              to pick up "
"elaine"," Ah, I'm ready what?"
"jerry"," What is it?"
"george"," I uh got the first name."
"elaine"," You found out Kramer's first name?"
"george"," That's right. You ready? "
"jerry"," We've been trying to get it out of him for ten years. What 
              is it?"
"george"," Cosmo"
"elaine"," JERRY Cosmo?"
"george"," Cosmo"
"elaine"," JERRY Cosmo"
"elaine"," Cosmo, Cosmo?"
"kramer"," What's so funny? ... wha?"
"elaine"," COSMO?"
"kramer"," All right, OK So you the name now. The cat is .a a a .. 
              out of the bag."
"elaine"," It's not such a bad name."
"kramer"," Well you know all my life I've been running away from that 
              name. "
"jerry"," Hi, is Sandy here?"
"jerry"," I would except I forgot to bring a towel."
"jerry"," So the roommate laughed at everything I said."
"george"," Wow."
"jerry"," It was a great sounding laugh too, kind of lilting and feminine--none 
              of"
"george"," Oh yeah HA-A-A, HA-A-A."
"jerry"," Yeah."
"george"," Hate the big coarse ""ha."" Hate those."
"jerry"," And the worst part of course is that she also possessed 
              many of the"
"george"," I see."
"jerry"," So as you can see, I've got a bit of a problem here."
"george"," Well, if I hear you correctly--and I think that I do--my 
              advice to you"
"jerry"," Can't be done, huh?"
"george"," The Switch?"
"jerry"," ""The Switch."""
"george"," Can't be done."
"jerry"," I wonder."
"george"," Do you realize in the entire history of western civilization 
              no one has"
"jerry"," They didn't have roommates in the Middle Ages."
"george"," Well, I'm sure at some point between the years 800 and"
"jerry"," The point is I intend to undertake this. And I'll do it 
              with or without"
"george"," All right, dammit, I'm in."
"jerry"," I couldn't do it without you."
"george"," All right. Let's get to work."
"george"," All right. That's enough for today. You're tired. Get some 
              sleep. I'll see"
"jerry"," Aw, we can't do it, who are we kidding? It's impossible! 
              It's true! You"
"george"," We'll come up with something."
"jerry"," Yeah, sure we will."
"george"," All right. See you tomorrow. {George sighs, exits.}"
"george"," I-I-I-I-I got it!!!!!"
"george"," All right. Let's go over it again, one more time."
"jerry"," All right. So I tell Sandy that I want to have a mnage 
               trois with her"
"george"," That's right."
"jerry"," And you believe this course of action will have a two-pronged 
              effect."
"george"," Keep going."
"jerry"," At this point, it is inevitable that she will seek out the 
              roommate to"
"george"," Continue."
"jerry"," The roommate will then offer her friend the requisite sympathy 
              even as"
"george"," A few days go by and a call is placed at a time when Sandy 
              is known to"
"jerry"," Huh. Well, it all sounds pretty good. There's only one flaw 
              in it"
"george"," You disappoint me, my friend. Sandy wants nothing to do 
              with you. She"
"jerry"," It's a perfect plan. So inspired. So devious. Yet so simple."
"george"," {George, finger in the peanut butter jar} This is what 
              I do."
"elaine"," Uh, no, I'm OK."
"elaine"," Um, it's mine. Miss. Landis borrowed it."
"elaine"," No no no, I can. I can. It's mine. It's my racquet."
"elaine"," All right. I'm going I'm going"
"elaine"," Give it give it .."
"elaine"," All right all right forget it. You don't have to mention 
              any of this to "
"kramer"," Hi Mr. Clotworthy"
"kramer"," Ah couldn't be better. Hi Lorraine."
"kramer"," My mom Babs."
"kramer"," Yes, It's a fine day"
"kramer"," Hey, everything my man."
"jerry"," You know, I don't know the exact pronunciation but I believe 
              its"
"jerry"," Uh?"
"kramer"," You ma, know I've been thinking. I want you to quit that 
              matron job."
"kramer"," Well maybe we could go into business together. If you're 
              clean?"
"kramer"," I've got plenty of ideas."
"george"," ... so glad. "
"george"," And why shouldn't you? Be fresh Stay fresh"
"george"," Uh, yeah. Do you know Babs?"
"george"," Babs left?"
"george","Ah Ha."
"george"," I was just wondering what it was you wanted for dessert."
"george"," How 'ya feelin'?"
"newman"," Hi Babs"
"newman"," Minding my own business."
"newman"," What makes you think I'm lookin' for trouble?"
"newman"," ha ha ha Well you know sometimes it just has a way of"
"jerry"," Hey"
"george"," What happened to Babs. She never showed up last night. 
            "
"jerry"," Ah, that's a shame."
"george"," Hey, what happened with Sandy. I forgot all about it. "
"jerry"," Yeah, I did. In fact I went over there."
"george"," So what happened? She throw you out? Eh?"
"jerry"," No actually, she took it pretty well."
"george"," So what happened?"
"jerry"," She's into it."
"george"," Into what?"
"jerry"," The manage. And not only that. She just called me and said"
"george"," That's unbelievable. "
"jerry"," Oh, it's a scene man."
"george"," Do you ever just get down on your knees and thank god that"
"jerry"," What are you talking about? I'm not goin' to do it."
"george"," You're not goin to do it? What do you mean, You're not 
              goin"
"jerry"," I can't. I'm not an orgy guy. "
"george"," Are you crazy? This is like discovering Plutonium ... by 
              accident."
"jerry"," Don't you know what it means to become an orgy guy? It changes 
            "
"george"," If only something like that could happen to me."
"jerry"," Oh, shut up you couldn't do it either."
"george"," I know."
"jerry"," Hey, what happened? Did you get your racquet?"
"elaine"," No, I got caught."
"jerry"," What do you mean you got caught?"
"elaine"," Her assistant caught me. And now I'm probably not going 
              to get a job. "
"jerry"," I still don't understand how you can get in trouble for 
              taking your own "
"elaine"," Meanwhile Mr. Pitt's got this match with Ethyl Kennedy 
              this afternoon."
"kramer"," Hey."
"jerry"," Hi Cosmo."
"elaine"," Hi Cosmo"
"kramer"," Thanks man."
"jerry"," Hey, doesn't Newman have a Bruline racquet?"
"kramer"," Uh, Yeah, yeah, but he's on vacation. Went to Baltimore."
"jerry"," Hum, but you've got the key to his place right?"
"kramer"," Yeah"
"jerry"," Well Elaine needs to borrow his racquet. Just for today. 
            "
"kramer"," All right all right. Come on I'll take you over to Newman's"
"george"," Hey, Cosmo what happened to your mother last night. She 
              hung me "
"kramer"," She quit."
"george"," It would have been nice if someone told me about it. I 
              just think you "
"kramer"," Don't talk to me George, talk to her."
"george"," Well where is she?"
"kramer"," I don't know."
"kramer"," Ma!"
"newman"," We din, we didn't ... ... Cosmo?"
"jerry"," Look at you. Why don't you use a fork? You're no good with 
              the sticks."
"elaine"," I know. I need a lesson."
"jerry"," You stink. You know you stink. What is this?"
"elaine"," Oh. My ballet tickets."
"jerry"," Oh. Your ballet tickets."
"elaine"," Hey, have you ever been to the ballet?"
"jerry"," No, but I've seen people on tiptoes."
