"X","X.1"
"Patrick"," Huh?! SpongeBob, get out of my taco!  What's the matter, SpongeBob?"
"SpongeBob"," Patrick, I just wanted to take a decent picture today because someday, I will graduate from Boating School and I don't want to be remembered as the guy covered in peanut butter and taco shells! "
"SpongeBob"," Wait, can I go home and change first?"
"SpongeBob","  Cheese, cheese, cheese, cheese, cheese!"
"SpongeBob"," I can't stop crying!"
"SpongeBob"," Cheese.  There I am.  Hey, I don't look so bad after all! "
"Mr. Krabs"," Yeesh, we need some customers in here.  What's gotten into you?"
"Patrick"," I don't know.  What's happening to me?"
"SpongeBob"," I think I can explain.  Yes, I've seen this one before. It's a common symptom. Patrick is suffering from Krabby Patty Withdrawal. He needs one, or he'll keep mumbling about it for the next 3-1/2 minutes."
"Mr. Krabs"," Oh, he needs one, eh?  Methinks a paying customer's in our midst.  Patrick, how's a Krabby Patty with extra cheese sound?"
"Patrick","  Give me! "
"Mr. Krabs"," Not yet. First, I have to know, can you pay for it?"
"Patrick"," Oh, yeah, I can pay for it. "
"Mr. Krabs"," Good boy. "
"Mr. Krabs"," My good man, how you doing?  Excellent. Now, let's get down to business. "
"Patrick"," What's that?"
"Mr. Krabs"," It's your bill."
"Patrick"," I don't have any money."
"Mr. Krabs"," What? I thought you said you could pay for it!"
"Patrick","  Oh, I'm payin' for it all right. "
"Mr. Krabs","  Non-paying customer! "
"Patrick","  Huh?"
"Mr. Krabs","  You're gonna pay, one way or another.  All right, Patrick, if you're not gonna pay for your food with money you're gonna pay with hard, physical labor. I want you to swab the latrine.  I'll be back in a while to check up on you.  Bottom-feeding..."
"Patrick"," No problem. Tra-la-la-la-la.  Work, work, work, work."
"Mr. Krabs","  So, Patrick, how are you...?  What in blazes did you do?"
"Patrick","  I accidentally tried the hand soap.  It doesn't taste as good as it smells. "
"Mr. Krabs"," See these ice cube trays?  I want you to put 'em in that bucket."
"Patrick"," How do I do that?"
"Mr. Krabs"," Figure it out!"
"Patrick"," Uh... I have to be very gentle. "
"Mr. Krabs"," What the...? What are you doing?"
"Patrick","  Almost done, Mr. Krabs. "
"Mr. Krabs"," You've destroyed me refrigerator.  You've destroyed many of the things I love.  I got another job that even a nimrod like you couldn't mess up.  Alls you got to do is throw all of these trash bags down the trash chute, like so.  See?"
"Patrick"," Yup."
"Mr. Krabs"," Good, 'cause if you mess this up, you'll never eat another Krabby Patty again! "
"Patrick"," Hurry, hurry, hurry! "
"Mr. Krabs","  Here, boy, take this sack of loot and put her in me safe."
"SpongeBob"," Okie dokie, Mr. Krabs.  Patrick, what's up buddy?"
"Patrick","  I have to get rid of this trash, but it won't go down. "
"SpongeBob","  That's because you didn't hit the trash compactor switch. "
"Patrick"," SpongeBob, you're a genius!  Oh, no, there's one left."
"SpongeBob","  Patrick, that's not a...  trash bag."
"Patrick","  Why won't you go down? "
"Mr. Krabs"," Well, well, let's see how the poor boy's doing. Well, did you earn me money back yet, Patrick? "
"Patrick","  Can I eat now?"
"SpongeBob"," Thank you, Mr. Postman. Thanks, Gary.  Hm, can't read the return address.  Maybe this will shed some light.  Hey, SpongeBob, it's your cousin BlackJack. Guess what? I'm out of prison and decided to pay your parents a visit. If you want to see them again, meet me for a wrestling match at their house. Try it little man. Blackjack.  Cousin Blackjack's out of prison!?"
"SpongeBob"," That's right, Gary, the cousin Blackjack. The same cousin Blackjack that used to beat me up all the time when we were kids. "
"SpongeBob"," Oh, no. That was years ago, Gary."
"SpongeBob"," My sentiments exactly. Just imagine what he must look like now.  Hi, SpongeBob. It's been a while. Good to see that you're still a little man.  That brute has my parents. I gotta get over there.  Gary, I don't know how long I'll be gone. I don't know if I'll ever come back."
"SpongeBob"," I may get beaten to a quivering pulp but I must do it, for the sake of my parents.  Oh, my gosh, what happened to my parents' house? What's this? ""Do not cross?"" Is that police tape? There's only one reason for the police being here a crime has been committed. No! Get it together, SquarePants. To face Blackjack, you've got to be as tough as nails.  Huh? What?! All the furniture is covered in plastic. The police must have covered everything to preserve the crime scene. What could have happened here?  What's this? Blackjack smashed my family portrait. Oh, no. What has he done with my parents? "
"SpongeBob"," That fiend. Where did he take them? I must find more evidence. What's this? Another note.  SpongeBob, I paid your parents a visit. Now, I'm gonna do the same with Gramma! You better hurry, little man-boy. BlackJack.  He's gonna get Grandma, too. I have to stop him.  Grandma! Where are you? Are you ok? Grandma? You in here? Grandma?  Oh, no, I'm too late! He burnt you to a crisp. Oh, that animal. "
"SpongeBob"," Grandma? Are you talking to me from beyond the beyond?"
"SpongeBob"," But where's Blackjack?"
"SpongeBob"," Loose ends. My parents! He's tied them up?"
"SpongeBob"," Cleaning up the mess?  I got to get help. I'll go to Uncle Cap'N Blue's. He'll know what to do.  Uncle Cap'N Blue, I need your help."
"SpongeBob"," I need you to help me rescue my parents."
"SpongeBob"," Uncle Cap'N Blue, I need to help my parents. They're in danger."
"SpongeBob"," Actually, I came to try to find my..."
"SpongeBob"," Uncle Cap'N Blue, Uncle Cap'N Blue? Please help me."
"SpongeBob","  I AM DESPERATELY SEARCHING FOR MY MOMMY AND DADDY!!!"
"SpongeBob"," Listen, Cap'N Blue. We don't have much time. Cousin Blackjack has my parents help captive at his house."
"SpongeBob"," That's why we have to rescue them now!"
"SpongeBob"," But Uncle Cap'N Blue, I need the help of a crime fighter like you."
"SpongeBob"," You mean they won't give me a push on the swing set?"
"SpongeBob"," Nice wormy, nice wormy. Nice wormy. "
"SpongeBob"," Uncle Cap'n Blue is right. I'm not cut out for this. I should just turn around and go home.  Mother!  Mom?"
"SpongeBob"," They're trapped in the basement.  Mom, dad, quick! Let's get out of here."
"SpongeBob"," Party?"
"SpongeBob"," The fumigator's? So that wasn't a crime scene I saw at your house."
"SpongeBob"," So you two aren't being tortured by Cousin Blackjack?"
"SpongeBob","  To quiver. "
"SpongeBob","  Come on, Little Bobby. Don't let him beat you. You've got to stand up for yourself this time. That's it! I am not gonna take this anymore. I am putting my foot down. You wanna tussle? Well, let's tussle it up!  Cousin Blackjack?"
"SpongeBob"," That tickles."
"SpongeBob"," Yeah, Blackjack, you haven't changed a bit. "
"SpongeBob"," Hey, yah!"
"SpongeBob"," Whoa! Hup.  There, there. You're safe now little lady. "
"SpongeBob"," So, we meet again, Crazyfish!"
"SpongeBob"," With pleasure!"
"SpongeBob"," You ready to get crazy, huh, Crazyfish?!"
"SpongeBob"," Sorry, I'm not wearing any frosting.  Hey, that's cheating!"
"SpongeBob"," Yes it is!"
"SpongeBob"," Is too..."
"SpongeBob"," Is too... "
"SpongeBob","  Don't worry! I'm ready! Bring it on! Oh, good morning, Gare-bear."
"SpongeBob"," I kept you up all night with my nocturnal outbursts? Again?"
"SpongeBob"," No, no, Tuesday night was the one with the 30-foot librarian. Last night was the one where I defeat notorious arch- villain Jack M. Crazyfish. Using the sheer force of my awesomely developed musculature.  Whew, what a relief. For a second there I thought I gave myself a black...  ...eye. "
"SpongeBob"," Go away, Gary. I'm busy... wallowing."
"SpongeBob"," I did something so dumb to myself that even you would laugh uncontrollably at me."
"SpongeBob"," You promise you won't laugh?  Ok, here goes.  Gary, I gave myself a black eye trying to open the toothpaste.  Thanks for not laughing, Gere. I knew you'd...  Gere...? "
"Patrick"," Hi, SpongeBob. Hey, cool glasses. Can I try them on... oh!  SpongeBob, your eye. It's all black and swollen. How'd you mess your eye up, SpongeBob? Did someone hit you? Where is he? Yeah, we'll settle this like men. We'll sue him."
"SpongeBob"," No, no, it's okay, Patrick. He... uh, he learned his lesson. "
"Patrick"," Are you sure, SpongeBob? Who was this guy, anyway?"
"SpongeBob"," Hmm...  Jack M. Crazyfish. You've never seen anyone like this guy, Patrick. He was about 60 feet tall."
"Patrick","  Oh."
"SpongeBob"," He was big and mean. Oh, but ol' SpongeBob here knows how to teach a lummox some manners."
"Patrick"," What did you do?"
"SpongeBob"," I handled him the same way I handle all enormous muscle-bound villains."
"Patrick"," With tears?"
"SpongeBob"," Uh, no, with a little hi-yah! and a ka-zow! and a gallon of hi-yah, hi-yah, ha! Yeah, he never knew what his him."
"Patrick"," Then what happened?"
"SpongeBob"," I woke up... Oh, I mean, I..."
"Patrick"," I know exactly what you mean. You whooped him with your eyes closed!"
"SpongeBob"," That is exactly what I mean, Patrick. Well, see you later, buddy. "
"Patrick"," There goes a real hero."
"SpongeBob","  Slugger, that's me.  What the? "
"Sandy"," Yee-haw! Get along little fishies."
"SpongeBob"," Hi, Sandy."
"Sandy"," Whoa!  Hot cat snake in a barn. Look at your eye. Land sakes. That's quite a shiner you got there. Well, don't you worry none. I know some natural remedies that'll..."
"SpongeBob"," Keep your natural remedies to yourself. Manly dudes like me don't need 'em. I'll have you know that I got this black eye in a fight."
"Sandy"," A fight? Well, there's no shame in losing."
"SpongeBob"," Lose? Sandy, I taught the fish who tangled with me a lesson he shan't soon forget."
"Sandy"," Why? Did he write it down?"
"SpongeBob"," No, I engraved it on his pain gland."
"Sandy"," Well, what type of man scuffles boots with you and loses?"
"SpongeBob"," Oh, this was no mere man. He was the notorious outlaw Jack M. Crazfish!"
"Sandy"," Jack M. Crazyfish?"
"SpongeBob"," It all happened late last night...  I was walking home from work... alone when all of a sudden, Crazyfish sprang up out of nowhere. He threw a giant tire at the back of my head.  Then, he stood over me to gloat. I jumped up and karate kicked his hairpiece right off of its snaps.  He was so ashamed he ran all the way home leaving behind a pool of tears. Which I then proceeded to scoop up in my victory tankard and enjoy a nice refreshing beverage."
"Sandy"," So how'd you get the black eye then?"
"SpongeBob"," Oh, yeah, that's right. I had miscalculated the trajectory of my cup and the straw jabbed me in the eye, giving me this awful shiner. "
"Sandy"," Well, looks like you're late for your day job, killer."
"SpongeBob"," Ah, phooey. Late schmate. A tough guy like me can show up to work whenever he wants. Adios! "
"Mr. Krabs"," SpongeBob is 13-1/2 minutes late for duty! I hope for his sake this means he was in a horrible accident.  Well, looks like I was right about the accident part. "
"SpongeBob"," Yeah, that's right, pal, do the right thing. Just keep on walking. "
"SpongeBob"," That's right. "
"Squidward"," SpongeBob, I'm..."
"SpongeBob"," Dah-dah-dah-dah, I'm just gonna stop you right there, Squidward. Spare you the oxygen. We all know you weaker folk can't afford to waste it.  All right, folks, listen up 'cause I'm only gonna say this once. Tough guys don't like to repeat themselves. I'm talking to you, grandma!  Now I suppose all of you are wondering how I got this black eye."
"Squidward"," Not really."
"SpongeBob"," All right, who said that?! Was it you, grandma?"
"Squidward"," It was me, I said it. "
"SpongeBob"," Well, folks, I don't happen to see it as a shiner so much as a shining trophy of my glorious triumph over the forces of evil. Oh, I know what you're thinking. Who in the name of Neptune would want to tangle with a guy like SpongeBob SquarePants? Well, I'll tell you who.  It was a peaceful morning in Bikini Bottom. I emerged from my fruit-shaped bungalow fresh as a bee when a wanted cry of distress pounded against my eardrum. "
"Mr. Krabs"," He's right."
"SpongeBob"," Hey, let's save all the questions until the end! As I was saying... I quickly located the source of the cry which was a victim tied at my feet.  ""Don't worry, I'll save you."" I assured... when a large bowling pin struck me in the face. The hurler was none other than Jack M. Crazyfish. And I could tell by that cold sore on his lip that today he meant business. With cat-like reflexes, I preempted his attack. But the scoundrel had me sabotaged. And I fell face down on a pile of extra large staples. He lunged at me, but I got him in the ribs with my novelty feather duster. Down he fell like a mighty oak.  And there he lay. The very thought of being vanquished made Jack M. Crazyfish burst into tears.  The force of his crying was so strong, I had to take evasive action. But one of the blasts went haywire and hit me right in the face...  ...and that's how I got this black eye and gave Jack M. Crazyfish a whomping of a lifetime. Whoo...football!"
"SpongeBob"," Oh, kind of tall, handlebar mustache..."
"SpongeBob"," I kind of thought it was teal but that sounds like him all right. Wait a second, how did you know he was wearing a green hat?  He's... real..."
"SpongeBob"," Mr Crazyfish, please don't skin me alive! I made all that stuff up. I was just kidding about whomping you, right folks? You remember."
"SpongeBob"," Hi, Gary.  All right, look. I had a toothpaste tube, like this. But I couldn't get it open 'cause the cap was stuck. And I guess...I haven't been working my arms out that much lately. And I opened it up like this...  Then I was walkin', like this.  And I didn't see where the cap went, like this.  So, I slipped on it and I landed right on my wrench, like this. And I gave myself a black eye, like this.  Uh... like these.  So you see? I made it all up so I could keep from looking stupid. Makes sense, doesn't it?"
